label,message
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler324.top/invest
ham,Your OTP for online transaction of Rs. 2706 at Amazon is 956521. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7080469680.top or call driver +91-685.
ham,Can you send the lecture notes from yesterday?
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8942743409 or call +91-732."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-9608181291 to claim your prize cheque."
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store70.xyz/shop
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-8318008688 immediately."
spam,"Dear Customer, you received a tax refund of Rs. 15. Submit your bank credentials to deposit: https://incometax-refund-portal5767792.org/claim"
ham,Thanks for your help with the bug in the code earlier.
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store199.xyz/shop
ham,Here is the shared project document: https://docs.google.com/document/d/projPriya - please review.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update330.com/login.php
ham,"Dear Customer, your A/C ending 1989 is credited with Rs. 895586 on 3658. Avail Bal: Rs. 39436. - SBI"
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-7715236148 immediately."
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk303.net/verify
ham,Your package with tracking #11876 will be delivered today by courier. Contact delivery associate at +91 98771569 to coordinate.
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9895809478.xyz or WhatsApp +91-694."
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8230317823 or call +91-734."
ham,"Hi Tanvi, can we reschedule our meeting to tomorrow at 9 PM? Thanks."
spam,Your pending invoice #544.pdf is ready for download. Click here: https://billing-doc3564817.com/invoice.exe
ham,"Dear customer, cash withdrawal of Rs. 2708 from ATM at 798753 was successful. - ICICI Bank"
ham,"Congratulations on getting the job offer, so proud of you!"
ham,Are you awake? Give me a quick ring when you see this.
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9735070932.xyz or WhatsApp +91-411."
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-9041131156 now.
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify171.com/login
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9741383943 immediately."
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-9940216924 now.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update265.com/login.php
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9873305610 immediately."
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoKavita
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9055355529 to disburse funds."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7005172517 to claim your prize cheque."
ham,"Hi all, please note the office will remain closed on Monday on account of public holiday."
spam,"Dear Customer, you received a tax refund of Rs. 295. Submit your bank credentials to deposit: https://incometax-refund-portal3149973.org/claim"
ham,Your monthly mobile postpaid bill of Rs. 14691 is due on 555114. Pay via Airtel Thanks App to avoid late charges.
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk979.net/verify
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify399.com/login
spam,Congratulations! You have won Rs. 72 in the international lottery. Claim your reward now: http://claim-prize6725570.xyz/bonus
ham,Can you share the assignment PDF with me?
ham,"Call me urgently, it is important."
ham,Receipt for your recent payment of Rs. Amit to Electric Utility Services.
spam,Congratulations! You have won Rs. 352 in the international lottery. Claim your reward now: http://claim-prize4177054.xyz/bonus
ham,Can you pay Rs. Sameer for the pizza? I will give you cash tonight.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8898146382.top or call driver +91-730.
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9932317633.xyz or WhatsApp +91-127."
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
spam,Your pending invoice #898.pdf is ready for download. Click here: https://billing-doc4762480.com/invoice.exe
ham,Your monthly mobile postpaid bill of Rs. 10783 is due on 955034. Pay via Airtel Thanks App to avoid late charges.
ham,Your flight booking reference Vikram from Mumbai to Delhi is confirmed for departure at 6.
ham,Receipt for your recent payment of Rs. Vikram to Electric Utility Services.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7778450039.top or call driver +91-591.
ham,"Hi Rahul, could you review the pull request for the authentication module when you have a moment?"
spam,"Dear Customer, you received a tax refund of Rs. 21. Submit your bank credentials to deposit: https://incometax-refund-portal5187066.org/claim"
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler57.top/invest
ham,"Hi Priya, can we reschedule our meeting to tomorrow at 5 PM? Thanks."
ham,"Dear customer, cash withdrawal of Rs. 14101 from ATM at 280114 was successful. - ICICI Bank"
ham,Sent you Rs. Ananya on PhonePe for yesterday's dinner bill.
ham,Check this out: https://youtube.com/watch?v=Rahul
spam,Your pending invoice #722.pdf is ready for download. Click here: https://billing-doc9247207.com/invoice.exe
ham,"Hey dude, what time does the match start today?"
spam,Your pending invoice #589.pdf is ready for download. Click here: https://billing-doc1754176.com/invoice.exe
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9802312801 or call +91-414."
ham,"Dear customer, cash withdrawal of Rs. 3769 from ATM at 637142 was successful. - ICICI Bank"
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk209.net/verify
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme358.biz/register
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade7199739153.xyz or WhatsApp +91-245."
ham,Your OTP for online transaction of Rs. 2822 at Amazon is 877435. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7863409082 to claim your prize cheque."
ham,"Dear customer, cash withdrawal of Rs. 1327 from ATM at 879325 was successful. - ICICI Bank"
ham,Thank you for your order #Ananya. Your package has been dispatched and will arrive by 8.
spam,Congratulations! You have won Rs. 518 in the international lottery. Claim your reward now: http://claim-prize2857181.xyz/bonus
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk235.net/verify
ham,"Hey bro, call me urgently at +91-Amit when you are free, need your help."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme147.biz/register
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update696.com/login.php
ham,Your monthly mobile postpaid bill of Rs. 9179 is due on 101370. Pay via Airtel Thanks App to avoid late charges.
ham,Are you free tonight? Let's go to that cafe.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update7874357112 or call +91-571."
spam,Your pending invoice #625.pdf is ready for download. Click here: https://billing-doc6736049.com/invoice.exe
ham,Your cab driver 2570 (+91 97122381) has arrived at your pickup location. PIN is 6592.
ham,"Hi Rahul, could you review the pull request for the authentication module when you have a moment?"
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,Hey are you coming to class today? Professor is taking attendance.
ham,Can you pay Rs. Tanvi for the pizza? I will give you cash tonight.
